id,url,title,subtitle,image,claps,responses,reading_time,publication,date,category
838,https://medium.com/swlh/travel-back-in-time-to-excavate-lifes-blessings-a-journaling-exercise-to-prepare-for-a-new-decade-d58ab0f24de8,Travel Back In Time And Excavate Life’s Blessings: A Journaling Exercise To Prepare For A New Decade,,838.jpeg,196,0,3,The Startup,2019-12-30,Lifestyle & Culture
841,https://medium.com/swlh/what-to-do-before-your-new-year-resolutions-fail-d9b404ce4362,What to Do Before Your New Year Resolutions Fail,"Because for 80% of us, it’s not a matter of if we…",841.jpeg,169,2,3,The Startup,2019-12-30,Technology & Software Development
844,https://medium.com/swlh/3-quick-tips-for-great-writing-from-an-audiobook-narrator-6fd7895f0fe4,3 Quick Tips for Great Writing from an Audiobook Narrator,,844.jpeg,212,0,5,The Startup,2019-12-30,Writing & Storytelling
845,https://medium.com/swlh/approaches-to-governing-artificial-intelligence-in-enterprises-5cfb30ff7ff0,Approaches to Governing Artificial Intelligence in Enterprises,,845.jpeg,50,0,6,The Startup,2019-12-30,Technology & Software Development
846,https://medium.com/swlh/the-creative-herd-716362ac9b27,The Creative Herd,,846.png,135,1,6,The Startup,2019-12-30,Art & Design
847,https://medium.com/swlh/10-ways-to-improve-your-2020-business-communications-23a4c9be61f3,Business Checkup: 10 Ways to Improve your 2020 Communications,,847.jpg,51,0,4,The Startup,2019-12-30,Business & Entrepreneurship
848,https://writingcooperative.com/writing-for-an-audience-2f3c871f300e,Writing For An Audience,How You Can Effectively Tailor Your Writing for Any Audience,848.jpeg,245,2,7,The Writing Cooperative,2019-12-30,Technology & Software Development
850,https://medium.com/datadriveninvestor/escaping-the-windows-sysadmin-grind-and-becoming-a-devops-engineer-f366b76093ad,Escaping the Sysadmin Grind and Becoming a DevOps Engineer,Tips and strategies for gaining exposure to…,850.jpg,94,0,7,Data Driven Investor,2019-12-30,Technology & Software Development
851,https://medium.com/datadriveninvestor/analyzing-big-data-with-dask-a05a8798da8c,Analyzing Big Data with Dask,,851.gif,100,0,6,Data Driven Investor,2019-12-30,Technology & Software Development
853,https://medium.com/datadriveninvestor/why-do-financial-models-break-afb6b91961e7,Why Do Financial Models Break?,And the markets come tumbling down…,853.jpg,112,1,7,Data Driven Investor,2019-12-30,Business & Entrepreneurship
856,https://medium.com/datadriveninvestor/revolutionizing-polypectomies-with-convolutional-neural-networks-76d686ce995a,Revolutionizing Polypectomies with Convolutional Neural Networks,,856.png,427,0,9,Data Driven Investor,2019-12-30,Technology & Software Development
857,https://medium.com/datadriveninvestor/want-to-start-hosting-workshops-heres-my-advice-a6401f09911c,Want to Start Hosting Workshops? Here’s My Advice!,,857.jpg,0,0,5,Data Driven Investor,2019-12-30,Art & Design
858,https://medium.com/datadriveninvestor/amp-up-your-business-growth-in-2020-with-saas-strategies-58e9fdc7bd1c,Amp Up Your Business Growth in 2020 with SaaS Strategies,,858.jpeg,0,0,6,Data Driven Investor,2019-12-30,Business & Entrepreneurship
860,https://medium.com/datadriveninvestor/java-persistence-api-jpa-part-1-f2685e348b8a,"Java Persistence API, JPA (Part 1)",,860.jpeg,78,0,3,Data Driven Investor,2019-12-30,Art & Design
861,https://medium.com/datadriveninvestor/tweaking-dna-for-designer-babies-or-healthcare-cc0acb0a08e1,Tweaking DNA for Designer Babies or Healthcare?,,861.jpeg,82,0,3,Data Driven Investor,2019-12-30,Science & Health
863,https://medium.com/datadriveninvestor/why-your-starting-and-ending-paragraphs-are-crucial-c240df78af3c,Why Your Starting and Ending Paragraphs Are Crucial,Headlines will get you more views. Finest starting…,863.jpeg,84,0,4,Data Driven Investor,2019-12-30,Art & Design
865,https://medium.com/better-marketing/7-marketing-mistakes-to-avoid-when-launching-a-new-product-6e7e6d61e9e6,7 Marketing Mistakes to Avoid When Launching a New Product,Do the marketing before you launch the…,865.jpg,348,2,6,Better Marketing,2019-12-30,Business & Entrepreneurship
866,https://medium.com/better-marketing/why-starbucks-failed-in-israel-7f0421c4ecd4,Why Starbucks Failed in Israel,It’s okay to start small — as long as…,866.jpg,226,2,5,Better Marketing,2019-12-30,Technology & Software Development
867,https://medium.com/better-marketing/how-to-land-your-first-freelance-writing-client-in-2020-44d661ec8c4c,How To Land Your First Freelance Writing Client in 2020,All you need is one person to say Y-E-S,867.jpeg,642,2,10,Better Marketing,2019-12-30,Writing & Storytelling
868,https://towardsdatascience.com/auto-encoder-what-is-it-and-what-is-it-used-for-part-1-3e5c6f017726,Auto-Encoder: What Is It? And What Is It Used For? (Part 1),A Gentle Introduction to Auto-Encoder and…,868.jpg,967,9,6,Towards Data Science,2019-04-22,Art & Design
869,https://towardsdatascience.com/machine-learning-vs-traditional-programming-c066e39b5b17,Machine Learning vs Traditional Programming,,869.jpg,746,4,8,Towards Data Science,2019-04-22,Technology & Software Development
873,https://towardsdatascience.com/region-of-interest-pooling-f7c637f409af,Region of Interest Pooling,A Technique which allowed a new approach for object detection,873.png,163,5,3,Towards Data Science,2019-04-22,Technology & Software Development
874,https://towardsdatascience.com/review-squeezenet-image-classification-e7414825581a,Review: SqueezeNet (Image Classification),"<span class=""markup--anchor markup--h4-anchor"" data-action=""open-inner-link"" data-action-value=""https://medium.com/coinmonks/paper-review-of-alexnet-caffenet-winner-in-ilsvrc-2012-image-classification-b93598314160"">AlexNet</span>",874.jpg,260,0,5,Towards Data Science,2019-04-22,Technology & Software Development
875,https://towardsdatascience.com/python-pro-tip-start-using-python-defaultdict-and-counter-in-place-of-dictionary-d1922513f747,Python Pro Tip: Start using Python defaultdict and Counter in place of dictionary,,875.jpg,1000,8,4,Towards Data Science,2019-04-22,Art & Design
877,https://towardsdatascience.com/build-your-first-machine-learning-model-using-tensorflow-d61b9b2b7d5e,Build your first Machine Learning Model using TensorFlow,,877.png,318,0,10,Towards Data Science,2019-04-22,Technology & Software Development
878,https://towardsdatascience.com/stock-market-data-collection-feature-engineering-using-python-f201d8a4e8d7,Stock Market Data Collection & Feature Engineering Using Python,The hardest part about building…,878.jpg,632,6,6,Towards Data Science,2019-04-22,Technology & Software Development
880,https://towardsdatascience.com/how-we-dumped-a-b-testing-for-machine-learning-2b44632ba9df,How We Dumped A/B Testing For Machine Learning,,880.jpeg,162,7,6,Towards Data Science,2019-04-22,Education & Academia
881,https://towardsdatascience.com/geometric-deep-learning-convolutional-neural-networks-on-graphs-and-manifolds-c6908d95b975,Geometric deep learning — Convolutional Neural Networks on Graphs and Manifolds,Geometric deep…,881.png,105,0,5,Towards Data Science,2019-04-22,Technology & Software Development
882,https://towardsdatascience.com/introduction-to-natural-language-processing-nlp-and-bias-in-ai-877d3f3ee680,Introduction to Natural Language Processing (NLP) and Bias in AI,A practical guide to working with…,882.jpg,337,2,7,Towards Data Science,2019-04-22,Technology & Software Development
883,https://towardsdatascience.com/neural-network-algorithms-learn-how-to-train-ann-736dab9e6299,Neural Network Algorithms — Learn How To Train ANN,,883.jpg,71,2,5,Towards Data Science,2019-04-22,Technology & Software Development
884,https://towardsdatascience.com/data-analytics-with-modis-data-46338cd6e4d2,Data analytics with MODIS data,Demystifying methods to handle geospatial data,884.jpeg,156,3,10,Towards Data Science,2019-04-22,Technology & Software Development
885,https://towardsdatascience.com/ai-fairness-explanation-of-disparate-impact-remover-ce0da59451f1,AI Fairness — Explanation of Disparate Impact Remover,Introduction to AI Fairness,885.png,81,1,6,Towards Data Science,2019-04-22,Technology & Software Development
886,https://towardsdatascience.com/tips-for-effective-data-visualization-d4b2af91db37,Tips for Effective Data Visualization,"Exploring the good, the bad and the ugly of data visualization",886.jpg,93,1,4,Towards Data Science,2019-04-22,Technology & Software Development
887,https://towardsdatascience.com/how-to-be-less-wrong-5d6632a08f,How to be less wrong,A Bayesian’s guide to predicting the future with limited data,887.jpeg,320,3,7,Towards Data Science,2019-04-22,Technology & Software Development
890,https://towardsdatascience.com/a-deeper-look-at-descent-algorithms-13340b82db49,A deeper look at descent algorithms,Overview and comparison of different descent algorithms,890.jpg,88,0,9,Towards Data Science,2019-04-22,Technology & Software Development
891,https://towardsdatascience.com/refocus-making-out-of-focus-microscopy-images-in-focus-again-90e1fe98ead4,ReFocus: Making Out-of-Focus Microscopy Images In-Focus Again,,891.jpeg,90,1,5,Towards Data Science,2019-04-22,Technology & Software Development
893,https://towardsdatascience.com/gender-identification-with-deep-learning-ac379f85a790,Gender Inference with Deep Learning,Fine-tuning pretrained convolutional neural networks on celebrities,893.jpeg,12,0,6,Towards Data Science,2019-04-22,Technology & Software Development
894,https://towardsdatascience.com/caged-brain-can-computer-predict-your-next-move-vs-aa96b360fe47,Caged Brain - Can Computer Predict Your Next Move? 🧠 vs 🤖,AI Predictions with Simple Statistical Methods,894.png,218,0,6,Towards Data Science,2019-04-22,Technology & Software Development
895,https://towardsdatascience.com/can-ai-robots-rebel-against-us-as-shown-in-films-8fd83e11a254,"Can AI Robots Rebel Against Us, as Shown in Films?",Should we be afraid of technology so much to stop…,895.jpeg,732,5,4,Towards Data Science,2019-04-22,Technology & Software Development
896,https://towardsdatascience.com/discretizing-2d-images-into-polygonal-and-point-models-9e91c239b329,Discretizing 2D Images Into Polygonal and Point Models,Simplifying complex images into a simple data…,896.png,44,0,3,Towards Data Science,2019-04-22,Technology & Software Development
897,https://towardsdatascience.com/watch-the-rise-of-plastics-in-our-oceans-part-one-61ccd16cfa04,Watch the rise of plastics in our oceans — Part one,"In this series of articles, learn how to build a…",897.gif,21,0,8,Towards Data Science,2019-04-22,Art & Design
898,https://towardsdatascience.com/a-brief-primer-on-data-science-and-what-it-can-do-for-your-business-cc723f3d911c,A Brief Primer on Data Science and What It Can Do for Your Business,,898.png,5,0,5,Towards Data Science,2019-04-22,Technology & Software Development
899,https://towardsdatascience.com/the-secret-to-knowing-the-unknowable-predictive-analytics-de519a67576,The Secret to Knowing the Unknowable: Predictive Analytics,,899.jpeg,1,0,4,Towards Data Science,2019-04-22,Analytics & Data
901,https://towardsdatascience.com/election-data-exploration-israel-2019-general-election-cd3c2b0f2f05,Innocent Interpretations for Some Suspicious Statistics; General Election Data Exploration. (part 1),,901.png,1,0,5,Towards Data Science,2019-04-22,Technology & Software Development
904,https://uxdesign.cc/about-ux-in-software-design-aa2254287bac,About UX in software design,What Software Design Taught Me About UX and User Behaviour,904.jpeg,86,0,8,UX Collective,2019-04-22,Technology & Software Development
906,https://uxdesign.cc/designing-a-new-messaging-tool-for-olx-brasil-3118848abd0c,Designing a new messaging tool for OLX Brasil — a UX case study,The challenge of connecting more…,906.jpeg,643,1,6,UX Collective,2019-04-22,Art & Design
907,https://uxdesign.cc/lets-talk-about-the-design-process-productivity-speed-and-precision-46f5f0c22308,"Let’s talk about the design process, productivity, speed and precision",How can you talk about design…,907.jpeg,31,0,9,UX Collective,2019-04-22,Art & Design
910,https://uxdesign.cc/getting-used-to-endless-iterations-in-product-design-or-embracing-kaizen-d06f5a854f55,Getting used to endless iterations in Product Design (or) embracing Kaizen,,910.jpg,15,0,3,UX Collective,2019-04-22,Technology & Software Development
913,https://medium.com/swlh/why-work-alone-wont-ever-fulfill-you-ace9327f5763,Why work alone won’t ever fulfill you,"In many ways, productivity is an illusion. And we’re buying it.",913.jpeg,5700,24,6,The Startup,2019-04-22,Time Management & Productivity
914,https://medium.com/swlh/fyre-festival-achieved-perfect-product-market-fit-and-thats-why-we-should-question-the-lean-a6a45fcb735a,Fyre Festival achieved perfect product-market fit (and that’s why we should question the Lean Startup and VC dogma),,914.jpeg,609,17,6,The Startup,2019-04-22,Business & Entrepreneurship
915,https://medium.com/swlh/how-to-run-tensorflow-object-detection-model-on-jetson-nano-8f8c6d4352e8,How to run TensorFlow Object Detection model on Jetson Nano,,915.png,123,4,4,The Startup,2019-04-22,Technology & Software Development
919,https://medium.com/swlh/important-social-media-marketing-trends-that-will-impact-your-business-d820bad9db1d,"<strong class=""markup--strong markup--h3-strong"">Important Social Media Marketing Trends That Will Impact Your Business</strong>",,919.jpeg,40,0,10,The Startup,2019-04-22,Technology & Software Development
922,https://medium.com/swlh/famga-bet-on-healthcare-but-where-do-they-go-ef58ef260740,FAMGA Bet On Healthcare: But Where Do They Go?,,922.jpeg,28,0,9,The Startup,2019-04-22,Science & Health
923,https://medium.com/swlh/why-do-we-so-often-fail-to-complete-the-tasks-that-matter-most-to-us-7e68b138db5e,Why do we so often fail to complete the tasks that matter most to us?,,923.jpeg,127,0,6,The Startup,2019-04-22,Technology & Software Development
924,https://medium.com/swlh/last-click-attribution-is-outdated-why-are-marketers-still-using-it-e78b83070ee8,Last-Click Attribution is Outdated — Why Are Marketers Still Using It?,,924.jpeg,210,0,5,The Startup,2019-04-22,Business & Entrepreneurship
926,https://medium.com/swlh/shrimpy-logo-redesign-e1ad0d8efb49,Shrimpy: Logo Redesign,,926.png,141,1,5,The Startup,2019-04-22,Art & Design
928,https://medium.com/swlh/on-ageism-and-a-bad-haircut-a1336ff393f0,On Ageism and a Bad Haircut,,928.jpeg,86,1,4,The Startup,2019-04-22,Technology & Software Development
929,https://medium.com/swlh/my-life-as-a-social-media-influencer-108ddda19d47,My Life As a Social Media Influencer,I’m more present now that I’m Insta-famous’,929.jpeg,2,0,6,The Startup,2019-04-22,Lifestyle & Culture
932,https://medium.com/swlh/theres-no-pausing-life-f3349a9825a5,There’s No Pausing Life,The Game Only Gets Bigger,932.jpg,312,0,2,The Startup,2019-04-22,Lifestyle & Culture
933,https://medium.com/swlh/the-social-media-health-and-safety-petition-76ab64228eb4,The Social Media Health and Safety Petition,,933.jpg,0,0,5,The Startup,2019-04-22,Science & Health
934,https://medium.com/swlh/is-a-us-stock-market-crash-coming-in-2019-value-stock-guide-4e9ceb616356,Is a US Stock Market Crash Coming in 2019? — Value Stock Guide,,934.png,0,0,6,The Startup,2019-04-22,Business & Entrepreneurship
937,https://writingcooperative.com/how-to-get-your-golden-start-as-a-professional-ghostwriter-556482034d39,How to Get Your Golden Start as a Professional Ghostwriter,,937.jpeg,1800,10,9,The Writing Cooperative,2019-04-22,Art & Design
938,https://writingcooperative.com/the-mechanics-of-attribution-quoting-paraphrasing-237357cf75d5,"<strong class=""markup--strong markup--h3-strong"">The Mechanics of Attribution: Quoting &amp; Paraphrasing</strong>",Rules and best practices for serving the sayer…,938.jpeg,253,1,10,The Writing Cooperative,2019-04-22,Education & Academia
939,https://writingcooperative.com/the-benefits-of-taking-a-writing-class-5d5ab42feebb,The Benefits of Taking a Writing Class,Stepping outside of yourself works wonders for your writing.,939.jpg,39,0,4,The Writing Cooperative,2019-04-22,Writing & Storytelling
940,https://writingcooperative.com/i-cant-write-without-music-1e94de49ff78,I Can’t Write Without Music,Tapping into the emotional connection between words and melody,940.jpg,17,1,6,The Writing Cooperative,2019-04-22,Art & Design
941,https://writingcooperative.com/writing-on-the-medium-app-9848759f36b,Writing on the Medium App,Why I love using the Medium app to write stories.,941.jpg,350,2,2,The Writing Cooperative,2019-04-22,Writing & Storytelling
942,https://writingcooperative.com/a-beginners-guide-to-writing-that-novel-4fc999f12076,"<strong class=""markup--strong markup--h3-strong"">A Beginner’s Guide to Writing That Novel</strong>",,942.jpeg,51,0,6,The Writing Cooperative,2019-04-22,Writing & Storytelling
944,https://medium.com/datadriveninvestor/data-analytics-artificial-intelligence-trends-in-2019-1032c44d9ce8,Data Analytics & Artificial Intelligence Trends in 2019,,944.jpeg,37,0,7,Data Driven Investor,2019-04-22,Technology & Software Development
945,https://medium.com/datadriveninvestor/the-future-of-work-rethinking-document-management-systems-dms-3ae31869aa2a,The Future of Work: Rethinking Document Management Systems (DMS),,945.png,46,1,5,Data Driven Investor,2019-04-22,Business & Entrepreneurship
948,https://medium.com/datadriveninvestor/strategic-or-tactical-programming-the-road-ahead-for-software-engineers-data-driven-investor-f1a03f456c18,Strategic or Tactical Programming? The Road Ahead for Software Engineers — Data Driven Investor,,948.jpg,96,0,5,Data Driven Investor,2019-04-22,Technology & Software Development
953,https://medium.com/datadriveninvestor/ddi-weekly-selection-april-22-2019-db3a62a7c1d4,"DDI — Weekly Selection April 22, 2019",,953.jpg,0,0,2,Data Driven Investor,2019-04-22,Politics & Society
954,https://medium.com/better-humans/this-iphone-feature-will-improve-your-relationships-and-the-rest-of-your-life-6253f591b99e,This iPhone Feature Will Improve Your Relationships (and the Rest of Your Life),“When you change the…,954.jpeg,6400,24,14,Better Humans,2019-04-22,Lifestyle & Culture
955,https://medium.com/better-humans/heres-a-treasure-trove-of-advice-that-actually-works-d49608534664,Here’s a Treasure Trove of Advice That Actually Works,"A Curated Guide to the Best How-to’s on Achieving Goals, Productivity, Eating and Fitness, Mindfulness, and Other Ways to Be a Better Human",,148,0,2,Better Humans,2019-04-22,Science & Health
956,https://medium.com/better-marketing/how-to-be-productive-without-being-hard-on-yourself-4c4c8dd28a9d,How To Be Productive Without Being Hard on Yourself,A few principles for gentle productivity,956.png,2500,10,5,Better Marketing,2019-04-22,Time Management & Productivity
958,https://towardsdatascience.com/a-deep-dive-into-h2os-automl-4b1fe51d3f3e,A Deep dive into H2O’s AutoML,An overview of Automated Machine Learning and how to achieve it with…,958.jpeg,401,2,8,Towards Data Science,2019-10-14,Technology & Software Development
959,https://towardsdatascience.com/live-prediction-of-traffic-accident-risks-using-machine-learning-and-google-maps-d2eeffb9389e,Live Prediction of Traffic Accident Risks Using Machine Learning and Google Maps,"Here, I describe the…",959.png,716,4,10,Towards Data Science,2019-10-14,Technology & Software Development
960,https://towardsdatascience.com/algorithmic-trading-based-on-mean-variance-optimization-in-python-62bdf844ac5b,Algorithmic trading based on mean-variance optimization in Python,Learn how to create and implement…,960.jpeg,607,1,8,Towards Data Science,2019-10-14,Technology & Software Development
961,https://towardsdatascience.com/the-art-and-science-of-data-visualization-6f9d706d673e,The Art and Science of Data Visualization,A comprehensive guide on how to think about and create…,961.png,143,3,31,Towards Data Science,2019-10-14,Technology & Software Development
962,https://towardsdatascience.com/making-a-i-that-looks-into-trade-charts-62e7d51edcba,Making A.I. That Looks into Trade Charts,We are living in a world most of the things are increasingly…,962.png,100,2,9,Towards Data Science,2019-10-14,Business & Entrepreneurship
963,https://towardsdatascience.com/categorical-embedding-and-transfer-learning-dd3c4af6345d,Categorical Embedding and Transfer Learning,"<strong class=""markup--strong markup--h4-strong"">Byproducts of Deep Learning are more useful than you think.</strong>",963.jpeg,245,3,7,Towards Data Science,2019-10-14,Education & Academia
966,https://towardsdatascience.com/selenium-on-airflow-automate-a-daily-online-task-60afc05afaae,Selenium on Airflow: Automate a daily online task,An example of using the Selenium WebDriver and…,966.jpeg,159,2,11,Towards Data Science,2019-10-14,Technology & Software Development
967,https://towardsdatascience.com/models-as-serverless-functions-7930a70193d4,Models as Serverless Functions,Chapter 3 of “Data Science in Production”,967.png,113,1,26,Towards Data Science,2019-10-14,Technology & Software Development
968,https://towardsdatascience.com/missing-data-and-imputation-89e9889268c8,Missing Data and Imputation,,968.jpg,401,1,8,Towards Data Science,2019-10-14,Technology & Software Development
969,https://towardsdatascience.com/build-your-first-computer-vision-project-dog-breed-classification-a622d8fc691e,Build Your First Computer Vision Project — Dog Breed Classification,Get started building your first…,969.jpg,95,1,9,Towards Data Science,2019-10-14,Technology & Software Development
970,https://towardsdatascience.com/from-cups-to-consciousness-part-3-mapping-your-home-with-slam-8a9129c2ed58,From Cups to Consciousness (Part 3): Mapping your home with SLAM,"<strong class=""markup--strong markup--h4-strong"">An introduction to SLAM, an in-depth</strong>",970.jpg,197,0,17,Towards Data Science,2019-10-14,Art & Design
973,https://towardsdatascience.com/how-to-send-email-with-attachments-by-using-python-41a9d1a3860b,How to Send Email with Attachments by using Python,"As a Data Analyst, most often than not I receive…",973.jpeg,623,0,3,Towards Data Science,2019-10-14,Technology & Software Development
974,https://towardsdatascience.com/pyspark-feature-engineering-p1-f55cbd2b7565,Pyspark – Feature engineering (P1),"Calcul, aggregate, transform any data",974.png,47,0,5,Towards Data Science,2019-10-14,Technology & Software Development
975,https://towardsdatascience.com/tackling-climate-change-with-machine-learning-78d1e185b3ec,Tackling Climate Change with Machine Learning,,975.jpg,401,0,7,Towards Data Science,2019-10-14,Science & Health
976,https://towardsdatascience.com/five-tips-for-contributing-to-open-source-software-8fd3d6f5606f,Five Tips for Contributing to Open Source Software,A data scientist’s perspective,976.jpg,18,0,8,Towards Data Science,2019-10-14,Technology & Software Development
978,https://towardsdatascience.com/the-unexpected-lesson-within-a-jelly-bean-jar-1b6de9c40cca,The Unexpected Lesson Within A Jelly Bean Jar,How Jelly Beans helped me understand a key Artificial…,978.jpeg,22,0,8,Towards Data Science,2019-10-14,Art & Design
979,https://towardsdatascience.com/modeling-news-coverage-with-python-part-3-newspaper-coverage-and-google-search-trends-dca50f60a9c8,Modeling News Coverage with Python. Part 3: Newspaper Coverage and Google Search Trends,,979.png,10,0,7,Towards Data Science,2019-10-14,Technology & Software Development
980,https://towardsdatascience.com/fast-and-easy-way-to-dynamically-import-open-street-map-data-into-a-google-sheet-file-495a400ec25,Fast and easy way to dynamically import Open Street Map data into a Google Sheet file,,980.gif,13,1,5,Towards Data Science,2019-10-14,Technology & Software Development
982,https://towardsdatascience.com/ensemble-learning-a-case-study-from-the-1994-us-census-database-8180342819fe,Ensemble learning: A case study from the 1994 US Census database,,982.jpeg,51,2,6,Towards Data Science,2019-10-14,Technology & Software Development
984,https://uxdesign.cc/10-mistakes-i-made-starting-out-as-a-ui-designer-93ec45d1ad39,10 Mistakes I Made Starting Out As A UI Designer,The ten mistakes that made me look like an amateur.,984.png,3500,14,8,UX Collective,2019-10-14,Art & Design
987,https://uxdesign.cc/let-me-shatter-that-design-dream-of-yours-93a9bc0a4220,Let me shatter that design-dream of yours,"You might thank me later, or maybe you won’t.",987.jpeg,930,7,5,UX Collective,2019-10-14,Art & Design
989,https://uxdesign.cc/designing-better-checkout-experience-a-case-study-of-joffud-app-a585b3e6dfa5,Designing better mobile checkout experience — a UX case study,,989.png,471,0,7,UX Collective,2019-10-14,Art & Design
992,https://uxdesign.cc/we-have-a-design-system-lets-fire-our-designers-8e52b8f91655,We have a Design System: let’s fire our designers!,Design Systems are great! But having one doesn’t…,992.png,234,2,3,UX Collective,2019-10-14,Art & Design
994,https://uxdesign.cc/an-evolutionary-approach-to-designing-cc698194375e,An evolutionary approach to designing,,994.jpeg,149,2,6,UX Collective,2019-10-14,Art & Design
995,https://uxdesign.cc/ai-emotion-detection-for-user-research-a-ux-case-study-be6bc485058d,"<strong class=""markup--strong markup--h3-strong"">AI emotion detection for user research — a UX case study</strong>",,995.jpeg,57,0,6,UX Collective,2019-10-14,Technology & Software Development
996,https://uxdesign.cc/how-to-make-ux-research-more-consistent-effective-and-easier-c6bfb0a6d075,"How to make UX research more consistent, effective and easier",,996.jpeg,86,0,5,UX Collective,2019-10-14,Science & Health
997,https://uxdesign.cc/10-ways-to-grow-the-designers-you-manage-b89f2c68784f,10 ways to grow the designers you manage,,997.png,153,1,3,UX Collective,2019-10-14,Art & Design
998,https://uxdesign.cc/what-ive-learned-so-far-at-this-point-and-things-i-can-improve-ef98c6da5d54,What I’ve learned so far about being a designer — and things I can improve,,998.jpeg,78,0,3,UX Collective,2019-10-14,Art & Design
1001,https://uxdesign.cc/6-lessons-i-learned-as-a-freelance-designer-c77ae4cc9594,6 lessons I learned as a freelance designer,Key highlights of my journey,1001.jpeg,103,0,5,UX Collective,2019-10-14,Art & Design
1004,https://medium.com/swlh/if-you-learn-to-write-you-can-change-your-life-d0df747e02c8,"<strong class=""markup--strong markup--h3-strong"">If You Learn to Write, You Can Change Your Life.</strong>",The secret is in the line.,1004.jpeg,20000,78,6,The Startup,2019-10-14,Lifestyle & Culture
1005,https://medium.com/swlh/the-power-of-letting-go-how-surrendering-control-can-improve-your-life-5fa988aff7d,The Power of Letting Go: How Surrendering Control Can Improve Your Life,,1005.jpeg,4300,9,6,The Startup,2019-10-14,Lifestyle & Culture
1006,https://medium.com/swlh/how-to-use-the-usereducer-react-hook-to-share-data-between-components-83123c9580a4,How to Use the useReducer React Hook to Share Data Between Components,,1006.jpg,237,3,13,The Startup,2019-10-14,Technology & Software Development
1007,https://medium.com/swlh/deep-learning-is-blowing-up-ocr-and-your-field-could-be-next-839c86f3fe76,"Deep Learning Is Blowing up OCR, and Your Field Could be Next",,1007.jpeg,385,0,6,The Startup,2019-10-14,Education & Academia
1008,https://medium.com/swlh/low-effort-ways-to-be-more-likeable-15ae632fe26a,Low-Effort Ways to Be More Likeable,A lazy person’s guide to leveraging the brain’s hemispheric…,1008.jpeg,1400,8,3,The Startup,2019-10-14,Technology & Software Development
1009,https://medium.com/swlh/basis-risk-alpha-factories-and-being-too-clever-for-your-own-good-6f3eca0603d,"Basis Risk, Alpha Factories, and Being too Clever for your own Good",Investors who avoid making visible bets are all crowding into the same invisible trade.,,190,2,6,The Startup,2019-10-14,Business & Entrepreneurship
1010,https://medium.com/swlh/understanding-recursion-memoization-and-dynamic-programming-3-sides-of-the-same-coin-8c1f57ee5604,"Understanding recursion, memoization, and dynamic programming: 3 sides of the same coin",,1010.png,172,1,6,The Startup,2019-10-14,Technology & Software Development
1012,https://medium.com/swlh/opinionated-programming-language-choice-only-3-languages-not-10-not-20-in-2020-f1e1c7cc003c,"Opinionated programming language choice (only 3 languages, not 10, not 20) in 2020",,1012.jpeg,301,4,4,The Startup,2019-10-14,Technology & Software Development
1014,https://medium.com/swlh/i-quit-social-media-heres-why-11a1e5b2678c,"I Quit Social Media, Here’s Why",,1014.jpeg,280,3,5,The Startup,2019-10-14,Marketing & Social Media
1015,https://medium.com/swlh/a-practical-guide-to-get-started-with-dataops-c0061656b83b,A practical guide to get started with DataOps,How your organization can adopt the (non-technical)…,1015.png,191,0,6,The Startup,2019-10-14,Technology & Software Development
1016,https://medium.com/swlh/containerized-ai-for-anomaly-detection-eb3e08225235,Containerized AI for Anomaly Detection,,1016.jpg,59,0,9,The Startup,2019-10-14,Technology & Software Development
1024,https://medium.com/swlh/book-review-shape-up-by-basecamp-1d789fefdd4c,Book review: Shape Up by Basecamp,Shape Up is a book aimed to help product development teams who…,1024.png,167,2,5,The Startup,2019-10-14,Technology & Software Development
1026,https://medium.com/swlh/javascript-for-machine-learning-get-a-real-language-628000886683,Javascript for machine learning? Get a real language.,,1026.png,495,2,12,The Startup,2019-10-14,Technology & Software Development
1027,https://medium.com/swlh/how-to-implement-a-pulling-chain-in-vr-in-ue4-4abdca5ed817,How to Implement a Pulling Chain in VR in UE4.22,,1027.png,64,0,8,The Startup,2019-10-14,Technology & Software Development
1029,https://medium.com/swlh/sorting-algorithms-selection-sort-66c3fc8278b9,Sorting Algorithms: Selection Sort,Diving into Selection Sort and its Code Implementation,1029.jpeg,70,1,4,The Startup,2019-10-14,Technology & Software Development
1033,https://medium.com/swlh/how-to-design-a-self-guided-cycling-tour-app-c397d4c61e91,How to design a self-guided cycling tour app,How do we design an app that aims to allow guests to…,1033.png,96,1,11,The Startup,2019-10-14,Technology & Software Development
1039,https://medium.com/swlh/security-challenges-of-5g-wireless-technology-25967d025e61,Security challenges of 5G Wireless Technology,,1039.jpeg,106,0,7,The Startup,2019-10-14,Technology & Software Development
1040,https://medium.com/swlh/the-good-the-bad-the-ugly-of-nanowrimo-5813c1cef5bd,"The Good, The Bad & The Ugly of NaNoWriMo",A former Municipal Liaison shares from the inside out,1040.jpeg,751,1,6,The Startup,2019-10-14,Technology & Software Development
1042,https://medium.com/swlh/4-common-writing-mistakes-to-avoid-if-you-dont-want-to-sound-like-an-amateur-d755b016ea22,4 common writing mistakes to avoid if you don’t want to sound like an amateur,,1042.jpg,216,4,7,The Startup,2019-10-14,Writing & Storytelling
1047,https://medium.com/swlh/prices-without-markets-or-markets-without-prices-5d9809659fbb,Prices Without Markets or Markets Without Prices? Insights for the Climate Debate from Friedrich Hayek,,1047.png,121,1,10,The Startup,2019-10-14,Business & Entrepreneurship
